Name,Icon (Male),Icon (Female),Equip Slot,Caption,Weight,Damage Negation (Physical),Damage Negation (VS Strike),Damage Negation (VS Slash),Damage Negation (VS Pierce),Damage Negation (Magic),Damage Negation (Fire),Damage Negation (Lightning),Damage Negation (Holy),Immunity (Poison and Rot),Robustness (Blood),Frost,Focus (Madness),Sleep,Vitality (Death Blight),Poise,Sell Price,Drop Type,Obtainable,ID,Armor Set ID,Armor ID,Icon ID (Male),Icon ID (Female),Model ID,Armor Category,Sort Group ID,Sort ID,Resident SpEffect ID [1],Resident SpEffect ID [2],Resident SpEffect ID [3],Hidden Effect,Physical Negation (Raw),Strike Negation (Raw),Slash Negation (Raw),Pierce Negation (Raw),Magic Negation (Raw),Fire Negation (Raw),Lightning Negation (Raw),Holy Negation (Raw),Info (Unused)
Godskin Noble Hood,,-,Head,"Hood made by sewing together patches of smooth skin.
Subcutaneous fat makes it plump and soft.
Worn by Godskin Nobles.

Nobles are the most ancient apostles who are said to have assimilated inhuman physiology. Not unlike the crucible, the Erdtree in its primordial form.",1.7,1.4,2.8,1.8,1.4,4.5,4.0,4.2,4.8,16,10,-,27,-,29,1,1000,Purple,Yes,530000,53,0000,13730,13730,2070,0,30,502090,-1,-1,-1,,0.986,0.982,0.972,0.986,0.955,0.96,0.958,0.952,Hood made from tanned corpulent Demigod skin
Sanguine Noble Hood,,-,Head,"Hood of dyed black cloth featuring gold embroidery.
Worn by the nobles who serve the Lord of Blood.

Known to strike from pools of blood, these assassins are missionaries come to share the gospel of accursed blood.",1.4,1.4,0.9,0.9,0.9,4.6,3.8,4.5,4.6,18,5,-,29,-,27,0,500,Purple,Yes,320000,32,0000,13450,13450,1790,0,30,502100,-1,-1,-1,,0.986,0.991,0.991,0.991,0.954,0.962,0.955,0.954,Hood of dyed black cloth featuring gold embroidery
Crimson Tear Scarab,,-,Head,"Red scarab worn directly on the head.
The red scarabs roll clumps of crimson tears during their labors.

Slightly increases the recovery effects of the Flask of Crimson Tears, but increases damage taken.",5.1,3.8,4.0,3.8,3.8,4.6,4.6,4.6,4.5,42,22,-,27,-,26,2,500,Purple,Yes,1910000,191,0000,15310,15310,2555,0,40,503000,6191000,-1,-1,,0.962,0.962,0.96,0.962,0.954,0.954,0.954,0.955,"Mask made from a large, old yellow scarab's body"
Cerulean Tear Scarab,,-,Head,"Blue scarab worn directly on the head.
These scarabs roll clumps of cerulean tears during their labors.

Slightly increases the recovery effects of the Flask of Cerulean Tears, but increases damage taken.",5.1,3.8,4.0,3.8,3.8,4.6,4.6,4.6,4.5,42,22,-,27,-,26,2,500,Purple,Yes,1920000,192,0000,15320,15320,2560,0,40,503010,6192000,-1,-1,,0.962,0.962,0.96,0.962,0.954,0.954,0.954,0.955,"Mask made from a large, old green scarab's body"
Ash-of-War Scarab,,-,Head,"Gray scarab worn directly on the head.
These scarabs roll clumps of Ashes of War during their labors.

Slightly reduces the FP cost of skills, but increases damage taken.",5.1,3.8,4.0,3.8,3.8,4.6,4.6,4.6,4.5,42,22,-,27,-,26,2,500,Purple,Yes,1900000,190,0000,15280,15280,2550,0,40,503020,6190000,-1,-1,,0.962,0.962,0.96,0.962,0.954,0.954,0.954,0.955,"Mask made from a large, old white scarab's body"
Glintstone Scarab,,-,Head,"Blue-green scarab worn directly on the head.
These scarabs roll clumps of sorcery during their labors.

Slightly reduces the FP costs of sorceries, but increases damage taken.",5.1,3.8,4.0,3.8,3.8,4.6,4.6,4.6,4.5,42,22,-,27,-,26,2,500,Purple,Yes,1902000,190,2000,15300,15300,2552,0,40,503030,6190200,-1,-1,,0.962,0.962,0.96,0.962,0.954,0.954,0.954,0.955,"Mask made from a large, old blue scarab's body"
Incantation Scarab,,-,Head,"Golden scarab worn directly on the head.
These scarabs roll clumps of incantations during their labors.

Slightly reduces the FP costs of incantations, but increases damage taken.

As a scarab approaches death, it abandons its rolled treasure and stretches its wings wide for the long journey to its home nest.",5.1,3.8,4.0,3.8,3.8,4.6,4.6,4.6,4.5,42,22,-,27,-,26,2,500,Purple,Yes,1901000,190,1000,15290,15290,2551,0,40,503040,6190100,-1,-1,,0.962,0.962,0.96,0.962,0.954,0.954,0.954,0.955,"Mask made from a large, old red scarab's body"
Imp Head (Cat),,-,Head,"Head covering made from the largely unaltered head of an impish golem.

Resembling a cat, it holds trace amounts of feline intelligence.",8.1,5.8,5.2,5.8,6.1,5.0,5.8,4.8,5.0,35,35,-,20,-,20,8,200,Purple,Yes,1080000,108,0000,14820,14820,2270,0,40,503050,6108000,-1,-1,,0.942,0.942,0.948,0.939,0.95,0.942,0.952,0.95,Ancient mask with an animal motif
Imp Head (Wolf),,-,Head,"Head covering made from the largely unaltered head of an impish golem.

Resembling a wolf, it holds trace amounts of lupine endurance.",8.1,5.8,5.2,5.8,6.1,5.0,5.8,4.8,5.0,35,35,-,20,-,20,8,200,Purple,Yes,1084000,108,4000,14860,14860,2575,0,40,503060,6108400,-1,-1,,0.942,0.942,0.948,0.939,0.95,0.942,0.952,0.95,Ancient mask with an animal motif
Imp Head (Fanged),,-,Head,"Head covering made from the largely unaltered head of an impish golem.

Resembling a fanged demon, it holds trace amounts of bestial strength.",8.1,5.8,5.2,5.8,6.1,5.0,5.8,4.8,5.0,35,35,-,20,-,20,8,200,Purple,Yes,1081000,108,1000,14830,14830,2510,0,40,503070,6108100,-1,-1,,0.942,0.942,0.948,0.939,0.95,0.942,0.952,0.95,Ancient mask with an animal motif
Imp Head (Long-Tongued),,-,Head,"Head covering made from the largely unaltered head of an impish golem.

Resembling a long-tongued demon, it holds trace amounts of vexatious dexterity.",8.1,5.8,5.2,5.8,6.1,5.0,5.8,4.8,5.0,35,35,-,20,-,20,8,200,White,Yes,1082000,108,2000,14840,14840,2520,0,40,503080,6108200,-1,-1,,0.942,0.942,0.948,0.939,0.95,0.942,0.952,0.95,Ancient mask with an animal motif
Imp Head (Corpse),,-,Head,"Head covering made from the largely unaltered head of an impish golem.

Resembling the visage of a corpse, it holds trace amounts of lingering faith.",8.1,5.8,5.2,5.8,6.1,5.0,5.8,4.8,5.0,35,35,-,20,-,20,8,200,White,Yes,1083000,108,3000,14850,14850,2570,0,40,503090,6108300,-1,-1,,0.942,0.942,0.948,0.939,0.95,0.942,0.952,0.95,Ancient mask with an animal motif
Imp Head (Elder),,-,Head,"Head covering made from the largely unaltered head of an impish golem.

Resembling an elder, it holds trace amounts of arcane knowledge.",8.1,5.8,5.2,5.8,6.1,5.0,5.8,4.8,5.0,35,35,-,20,-,20,8,200,White,Yes,1085000,108,5000,14870,14870,2580,0,40,503100,6108500,-1,-1,,0.942,0.942,0.948,0.939,0.95,0.942,0.952,0.95,Ancient mask with an animal motif
Nox Mirrorhelm,,-,Head,"Helm fashioned from a crystal looking-glass.
One among the Eternal City's ritual implements.
Easily broken and weak against striking attacks.

Worn by those committed to high treason, it wards off the intervention of the Greater Will and its vassal Fingers.",7.5,4.0,3.4,5.5,5.0,6.7,5.3,4.2,5.3,29,33,-,26,-,42,4,1000,White,Yes,1300000,130,0000,14950,14950,1550,0,40,503110,-1,-1,-1,,0.96,0.945,0.966,0.95,0.933,0.947,0.958,0.947,Shining helm decorated with a mirror
Iji's Mirrorhelm,,-,Head,"Helm fashioned from a crystal looking-glass, said to have never left War Counselor Iji's head.
Easily broken and weak against striking attacks.

Worn by those committed to high treason, it wards off the intervention of the Greater Will and its vassal Fingers.

Iji was afraid. Terrified of his own treachery.",7.5,3.8,3.8,5.2,5.2,6.2,4.6,4.8,5.8,22,42,-,26,-,39,5,1000,White,Yes,1301000,130,1000,14960,14960,1555,0,40,503120,-1,-1,-1,,0.962,0.948,0.962,0.948,0.938,0.954,0.952,0.942,Shining helm decorated on all sides with mirrors
Silver Tear Mask,,-,Head,"Mask fashioned from the corpse of a formless Silver Tear, supported by its hardened, shed husk.

Greatly increases arcane to the detriment of physical attack power.

To imitate the imitator is a cunning play indeed.",4.6,4.2,3.6,3.8,3.1,5.5,5.2,5.0,5.3,26,20,-,44,-,44,3,200,White,Yes,1090000,109,0000,14880,14880,2280,0,40,503130,6109000,-1,-1,,0.958,0.962,0.964,0.969,0.945,0.948,0.95,0.947,Head covering formed from silver tears
Envoy Crown,,-,Head,"The soft bundle worn on the head by Oracle Envoys.
Densely wrapped in several layers of cloth.

Raises the potency of bubble-based skills.

No one knows what the cloth hides, but some claim to have heard a faint whimpering from inside. It must have been their imagination.",3.8,2.8,3.1,3.1,2.8,5.3,4.7,4.9,5.5,27,15,-,46,-,46,2,100,White,Yes,820000,82,0000,14300,14300,2150,0,40,503140,6082000,-1,-1,,0.972,0.969,0.969,0.972,0.947,0.953,0.951,0.945,Head concealing silver robe
Octopus Head,,-,Head,"A land octopus whelp worn directly on the head.
Has a lingering warmth reminiscent of human skin.

Those who can withstand the smell will find its organic elasticity excellent for negating strikes.",3.6,3.4,5.4,2.8,2.8,4.0,3.6,4.0,3.8,31,14,-,23,-,23,2,100,White,Yes,1110000,111,0000,14920,14920,2290,0,40,503150,-1,-1,-1,,0.966,0.972,0.946,0.972,0.96,0.964,0.96,0.962,Helm modeled after a Land Octopus
Jar,,-,Head,"Jar that fits cleanly over the head when upturned.
Made with pride by Iron Fist Alexander.

In a uniquely jarlike gesture of friendship, it boosts the power of throwing pot items.",6.8,6.8,3.4,7.0,6.8,4.7,4.9,4.6,4.7,24,33,-,16,-,15,8,100,White,Yes,1120000,112,0000,14930,14930,2300,0,40,503160,6112000,-1,-1,,0.932,0.93,0.966,0.932,0.953,0.951,0.954,0.953,This sturdy jar might serve well as a helm
Albinauric Mask,,-,Head,"Mask made from the largely unaltered hide of a young Albinauric.

Raises arcane, but reduces the HP recovery effects of the Flask of Crimson Tears.

A far cry from godskin, this Albinauric hide mask is the product of malicious mockery.",3.8,4.0,3.1,4.0,3.8,2.5,3.1,2.1,2.5,12,23,-,10,-,10,3,100,White,Yes,1060000,106,0000,14800,14800,2250,0,40,503170,6106000,-1,-1,,0.96,0.96,0.969,0.962,0.975,0.969,0.979,0.975,Helm modeled after the silent Frog People
Black Wolf Mask,,-,Head,"A mask fashioned after the head of a black wolf.

Relic of an assassin who assumed the guise of Ranni the Witch's loyal shadow. The likeness is striking.",5.9,5.2,4.6,5.2,5.5,4.0,4.5,3.6,4.2,16,33,-,11,-,11,8,500,Purple,Yes,170000,17,0000,13170,13170,1600,0,40,503180,-1,-1,-1,,0.948,0.948,0.954,0.945,0.96,0.955,0.964,0.958,Helm made with the head of an old wolf
Blue Cloth Cowl,,-,Head,"Cowl of a nomadic warrior.
The blue color of its fabric symbolizes brisk waters, as fluid and flowing as the sword in the hand of its wearer.

Just as still waters turn foul, stagnation leads to decay.
Warriors must remain ever drifting.",2.7,2.8,2.8,2.3,2.3,3.1,3.4,3.8,2.8,24,15,-,18,-,18,1,100,Purple,Yes,670000,67,0000,14030,14030,1290,0,50,504000,-1,-1,-1,,0.972,0.977,0.972,0.977,0.969,0.966,0.962,0.972,"Cowl of a nomadic warrior, made of blue cloth"
Crimson Hood,,-,Head,"A hooded cloak of vivid crimson.
Worn by expatriated royalty.
Increases vigor.

Such cloaks were gifted to those who departed on journeys without specific orders, to faraway lands from which they would never return. In other words, the gift of a cloak made it easier for undesirables to be on their way. 

Roderika never once saw the guidance of grace.",1.7,1.4,1.8,1.4,1.8,4.6,4.6,4.5,4.6,16,9,-,27,-,29,0,500,Purple,Yes,740000,74,0000,14130,14130,1390,0,50,504010,6074000,-1,-1,,0.986,0.986,0.982,0.982,0.954,0.954,0.955,0.954,Hooded cloak of expatriated royalty
Navy Hood,,-,Head,"A hooded cloak of deep navy.
Worn by expatriated royalty.
Increases mind.

Such cloaks were gifted to those who departed on missions to faraway lands, from which they would never return. But what choice did they have, having seen the guidance of grace?",1.7,1.4,2.1,1.8,0.9,4.6,4.7,4.4,4.5,20,10,-,29,-,27,0,500,Purple,Yes,741000,74,1000,14140,14140,1395,0,50,504020,6074100,-1,-1,,0.986,0.982,0.979,0.991,0.954,0.953,0.956,0.955,Hooded cloak of expatriated royalty
White Mask,,-,Head,"Bloodstained, faintly grinning white mask.
Worn by war surgeons who were effectively mercy killers.

The Lord of Blood's curse enlivens the wearer when bloodletting occurs. Slightly raises attack power when there is blood loss nearby.",3.2,2.7,3.0,3.3,2.7,3.5,3.7,3.9,3.7,23,18,-,21,-,22,2,100,Purple,Yes,680000,68,0000,14040,14040,1300,0,50,504030,6068000,-1,-1,,0.973,0.967,0.97,0.973,0.965,0.963,0.961,0.963,Strange birch mask that hides one's expression
Nomadic Merchant's Chapeau,,-,Head,"Chapeau of the nomadic merchants.
Decorated with tiny gems in a wide spectrum of colors.

These merchants once thrived as the Great Caravan, but after being accused of heretical beliefs, their entire clan was rounded up and buried alive far underground.

Then, they chanted a curse of despair, and summoned the flame of frenzy.",3.0,2.8,3.1,2.5,2.3,3.4,3.4,3.4,3.1,24,14,-,31,-,20,1,100,White,Yes,250000,25,0000,13320,13320,1710,0,50,504040,-1,-1,-1,,0.972,0.975,0.969,0.977,0.966,0.966,0.966,0.969,Peddler Kalé's hat
Bandit Mask,,-,Head,"Mask of black cloth that covers the mouth.

Favored by bandits for hiding their faces, it also provides some protection against poison.",3.0,2.8,3.1,3.1,3.1,3.1,3.4,3.6,3.1,30,14,-,14,-,16,0,100,White,Yes,1401000,140,1000,14980,14980,1561,0,50,504050,-1,-1,-1,,0.972,0.969,0.969,0.969,0.969,0.966,0.964,0.969,Dirty garb worn by bandits
Black Hood,,-,Head,"Hood of lusterless black fabric that conceals its wearer's identity.

In this world, there is very little that must necessarily be known.",3.0,2.8,3.1,3.1,3.1,3.1,3.4,3.6,3.1,33,16,-,16,-,18,1,100,White,Yes,1400000,140,0000,14970,14970,1560,0,50,504060,-1,-1,-1,,0.972,0.969,0.969,0.969,0.969,0.966,0.964,0.969,Dirty hood worn by bandits
Confessor Hood,,-,Head,"Black hood for blending in with the darkness.
Worn by church confessors.

The churches outside the Lands Between, dedicated to the teachings of the Two Fingers, send confessors out to follow the guidance of grace.

The confessors are loyal servants to the Two Fingers, ready to hunt down and quietly dispose of their enemies.",3.3,2.8,3.6,2.8,3.1,3.8,3.8,4.2,3.4,26,20,-,20,-,22,2,100,White,Yes,880000,88,0000,14420,14420,1400,0,50,504070,-1,-1,-1,,0.972,0.972,0.964,0.969,0.962,0.962,0.958,0.966,Black hood of those who kill for a living
Confessor Hood (Altered),,-,Head,"Cloth headwrap worn under a church confessor's black hood.
Such hoods are made for blending in with the darkness.",2.7,2.3,3.1,2.3,2.5,3.4,3.4,3.8,2.8,21,14,-,14,-,16,0,100,White,Yes,881000,88,1000,14430,14430,1401,0,50,504080,-1,-1,-1,,0.977,0.977,0.969,0.975,0.966,0.966,0.962,0.972,Mask of those who kill for a living
Omensmirk Mask,,-,Head,"Mask with long, hideously twisted horns worn by the Omenkillers.
Increases strength.

Bears the smirking face of an elder, twisted in wicked delight.

This visage is carved in the image of the evil spirits that haunt the Omen in their nightmares.",3.0,3.1,2.8,2.5,2.5,3.1,3.4,4.0,3.6,29,12,-,20,-,20,2,200,White,Yes,1890000,189,0000,15270,15270,2530,0,50,504090,6189000,-1,-1,,0.969,0.975,0.972,0.975,0.969,0.966,0.96,0.964,Mask worn by Executioners
Skeletal Mask,,-,Head,"Skeletal mask that tightly grips the face.
Worn by the assassins of Ravenmount.

This ritual implement relentlessly digs into the wearer's face, preserving one's human instincts while dressed in imitation of the Deathbirds.",3.0,2.5,2.8,3.1,3.1,3.4,3.4,3.6,3.1,23,14,-,24,-,24,1,100,White,Yes,930000,93,0000,14530,14530,1450,0,50,504100,-1,-1,-1,,0.975,0.969,0.972,0.969,0.966,0.966,0.964,0.969,Hood worn by followers of the deadly birds
Foot Soldier Helm,,-,Head,"Wholly unembellished iron helm.
Widely issued to foot soldiers in a lord's army.",3.6,3.6,3.4,3.1,3.1,3.8,4.2,4.2,3.8,27,18,-,23,-,23,2,200,White,Yes,1860000,186,0000,15240,15240,2480,0,60,505000,-1,-1,-1,,0.964,0.969,0.966,0.969,0.962,0.958,0.958,0.962,Helm used by Caelid Wilds Patrol Soldiers
Foot Soldier Helmet,,-,Head,"Helmet with a protective metal plate.
Widely issued to foot soldiers in a lord's army.",3.6,3.4,3.4,3.6,3.6,4.0,4.0,4.0,3.6,27,18,-,23,-,23,2,200,White,Yes,1840000,184,0000,15220,15220,2460,0,60,505010,-1,-1,-1,,0.966,0.964,0.966,0.964,0.96,0.96,0.96,0.964,Helm used by Raya Lucaria Academy Soldiers
Foot Soldier Cap,,-,Head,Flanged iron cap widely issued to foot soldiers in a lord's army.,3.6,3.4,3.6,3.4,3.4,3.8,4.0,4.2,3.8,27,18,-,23,-,23,2,200,White,Yes,1830000,183,0000,15210,15210,2450,0,60,505020,-1,-1,-1,,0.966,0.966,0.964,0.966,0.962,0.96,0.958,0.962,Helm used by Stormveil Soldiers
Gilded Foot Soldier Cap,,-,Head,"Flanged cap made from gilded iron.
Issued to foot soldiers protecting the royal capital of Leyndell.",3.6,3.4,3.8,3.1,3.6,3.6,3.8,4.4,3.8,27,18,-,23,-,23,2,200,White,Yes,1850000,185,0000,15230,15230,2470,0,60,505030,-1,-1,-1,,0.966,0.969,0.962,0.964,0.964,0.962,0.956,0.962,Helm used by Capital Soldiers
Sacred Crown Helm,,-,Head,"Flanged iron cap adorned with a crown of unalloyed gold.
Increases faith.

Worn by foot soldiers sworn to the Haligtree.

Who is it that Miquella shall bless, if not the low and the meek?",3.6,3.4,3.8,3.1,3.6,3.6,3.8,4.2,4.0,27,18,-,23,-,24,2,200,White,Yes,1880000,188,0000,15260,15260,2500,0,60,505040,6188000,-1,-1,,0.966,0.969,0.962,0.964,0.964,0.962,0.958,0.96,Helm used by Miquella's Soldiers
Highwayman Hood,,-,Head,"Hideously stained and ragged hood.
Worn by former foot soldiers who have turned to banditry.",3.3,2.8,3.6,2.8,3.1,3.8,3.8,4.0,3.6,24,15,-,22,-,22,2,100,White,Yes,1980000,198,0000,15380,15380,2505,0,60,505050,-1,-1,-1,,0.972,0.972,0.964,0.969,0.962,0.962,0.96,0.964,Hood worn by cave-dwelling foot soldiers
Vulgar Militia Helm,,-,Head,"Helm worn by lean, mean, and filthy militiamen.

The upward extension serves to create an appearance of larger size, however slightly.",3.6,3.4,3.8,3.6,3.1,3.8,3.8,4.0,3.8,31,16,-,23,-,23,2,10,White,Yes,420000,42,0000,13600,13600,1930,0,60,505060,-1,-1,-1,,0.966,0.964,0.962,0.969,0.962,0.962,0.96,0.962,Helm worn by wandering soldiers
Duelist Helm,,-,Head,"Bronze helm decorated with innumerable snakes.
Worn by gladiators who were driven from the colosseum. The wearer becomes a slightly easier target for foes.

The snake is viewed as a traitor to the Erdtree, and the audience delighted in seeing these bronze effigies beaten and battered.",6.2,5.8,5.2,6.1,6.1,4.0,4.5,3.6,4.2,24,24,-,11,-,12,8,200,White,Yes,310000,31,0000,13430,13430,1770,0,60,505070,6031000,-1,-1,,0.942,0.939,0.948,0.939,0.96,0.955,0.964,0.958,Bronze helm adorned with many snakes
Rotten Duelist Helm,,-,Head,"Bronze helm decorated with innumerable snakes, eaten through by scarlet rot.

Worn by gladiators who were driven from the colosseum.
The wearer becomes a slightly easier target for foes.",6.4,5.5,4.6,5.8,5.5,4.5,4.6,4.4,4.5,31,31,-,14,-,14,8,200,White,Yes,2000000,200,0000,15410,15410,1775,0,60,505080,6200000,-1,-1,,0.945,0.942,0.954,0.945,0.955,0.954,0.956,0.955,Scarlet-bronze helm adorned with many snakes
Nox Monk Hood,,-,Head,"Silk hood worn by the monks of the Eternal City.

Long ago, the Nox invoked the ire of the Greater Will, and were banished deep underground. Now they live under a false night sky, in eternal anticipation of their liege. Of the coming age of the stars. And their Lord of Night.",3.0,2.8,3.1,2.8,2.5,4.0,3.8,3.8,3.1,24,15,-,18,-,18,1,200,White,Yes,290000,29,0000,13390,13390,1750,0,60,505090,-1,-1,-1,,0.972,0.972,0.969,0.975,0.96,0.962,0.962,0.969,Hood worn by members of the Empyrean family
Nox Monk Hood (Altered),,-,Head,"Hood worn by the monks of the Eternal City.

Long ago, the Nox invoked the ire of the Greater Will, and were banished deep underground. Now they live under a false night sky, in eternal anticipation of their liege. Of the coming age of the stars. And their Lord of Night.",2.7,2.5,2.8,2.5,2.3,3.8,3.6,3.6,2.8,21,12,-,14,-,14,0,200,White,Yes,291000,29,1000,13400,13400,1751,0,60,505100,-1,-1,-1,,0.975,0.975,0.972,0.977,0.962,0.964,0.964,0.972,Headband worn by members of the Empyrean family
